airport_full,city,country,iata,icao,latitude,longitude
Sanandaj Airport,Sanandaj,Iran,SDG,OICS,35.24589920043945,47.00920104980469

Hesa Airport,Daran,Iran,\N,OIFE,32.92890167236328,51.56110000610352

Shahid Vatan Pour Air Base,Esfahan,Iran,\N,OIFH,32.567001342773445,51.69160079956055

Kashan Airport,Kashan,Iran,\N,OIFK,33.895301818847656,51.57699966430664

Esfahan Shahid Beheshti International Airport,Esfahan,Iran,IFN,OIFM,32.75080108642578,51.86130142211914

Badr Air Base,Sepah,Iran,\N,OIFP,32.62110137939453,51.696998596191406

Sardar-e-Jangal Airport,Rasht,Iran,RAS,OIGG,37.323333,49.617778

Arak Airport,Arak,Iran,\N,OIHR,34.13809967041016,49.8473014831543

Ghazvin Azadi Airport,Abe-ali,Iran,\N,OIIA,35.95209884643555,50.45080184936523

Kushke Nosrat Airport,Kushke Nosrat,Iran,\N,OIIC,34.98400115966797,50.80619812011719

Doshan Tappeh Air Base,Teheran,Iran,\N,OIID,35.702999114990234,51.47510147094727

Ghale Morghi Airport,Teheran,Iran,\N,OIIG,35.644798278808594,51.38069915771485

Mehrabad International Airport,Teheran,Iran,THR,OIII,35.68920135498047,51.31340026855469

Qazvin Airport,Ghazvin,Iran,\N,OIIK,36.240101,50.0471

Naja Airport,Khoram Dareh,Iran,\N,OIIM,35.77629852294922,50.88100051879883

Bandar Abbas International Airport,Bandar Abbas,Iran,BND,OIKB,27.218299865722656,56.37779998779297

Jiroft Airport,Jiroft,Iran,\N,OIKJ,28.7269001007,57.67029953

Kerman Airport,Kerman,Iran,KER,OIKK,30.2744007111,56.9510993958

Havadarya Airport,Bandar Abbas,Iran,\N,OIKP,27.158300399780273,56.17250061035156

Dayrestan Airport,Gheshm I.,Iran,\N,OIKQ,26.754600524902344,55.90240097045898

Sirjan Airport,Sirjan,Iran,\N,OIKY,29.550899505615234,55.67269897460938

Birjand Airport,Birjand,Iran,XBJ,OIMB,32.898101806640625,59.2661018371582

Sarakhs Airport,Sarakhs,Iran,\N,OIMC,36.50120162963867,61.06489944458008

Shahroud Airport,Emam Shahr,Iran,\N,OIMJ,36.4253005981,55.1041984558

Tabas Airport,Tabas,Iran,\N,OIMT,33.6678009033,56.892700195299994

Kalaleh Airport,Kalaleh,Iran,\N,OINE,37.3833007812,55.451999664300004

Ramsar Airport,Ramsar,Iran,RZR,OINR,36.9099006652832,50.67959976196289

Fasa Airport,Fasa,Iran,\N,OISF,28.89179992675781,53.72330093383789

Jahrom Airport,Jahrom,Iran,\N,OISJ,28.5867004395,53.5791015625

Lamerd Airport,Lamerd,Iran,\N,OISR,27.3726997375,53.18880081179999

Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,SYZ,OISS,29.53919982910156,52.58980178833008

Khoy Airport,Khoy,Iran,\N,OITK,38.4275016784668,44.97359848022461

Tabriz International Airport,Tabriz,Iran,TBZ,OITT,38.1338996887207,46.23500061035156

Zanjan Airport,Zanjan,Iran,\N,OITZ,36.773700714099995,48.3594017029

Shahid Sadooghi Airport,Yazd,Iran,AZD,OIYY,31.904899597199996,54.2765007019

Zabol Airport,Zabol,Iran,ACZ,OIZB,31.09830093383789,61.54389953613281

Konarak Airport,Chah Bahar,Iran,ZBR,OIZC,25.443300247199996,60.382099151599995

Zahedan International Airport,Zahedan,Iran,ZAH,OIZH,29.47570037841797,60.90620040893555

Iran Shahr Airport,Iran Shahr,Iran,\N,OIZI,27.2360992432,60.7200012207

Saravan Airport,Saravan,Iran,\N,OIZS,27.419300079345703,62.31579971313477

Queen Alia International Airport,Amman,Jordan,AMM,OJAI,31.7226009369,35.9931983948

Amman-Marka International Airport,Amman,Jordan,ADJ,OJAM,31.972700119018555,35.991600036621094

Aqaba King Hussein International Airport,Aqaba,Jordan,AQJ,OJAQ,29.61160087585449,35.01810073852539

Prince Hassan Air Base,Hotel Four,Jordan,\N,OJHF,32.160702,37.149399

Jerusalem Airport,Jerusalem,West Bank,\N,OJJR,31.864700317382997,35.219200134277

King Hussein Air College,Mafraq,Jordan,OMF,OJMF,32.3564,36.259201000000004

Kuwait International Airport,Kuwait,Kuwait,KWI,OKBK,29.226600646972656,47.96889877319336

Beirut Rafic Hariri International Airport,Beirut,Lebanon,BEY,OLBA,33.820899963378906,35.488399505615234

Rene Mouawad Air Base,Kleiat,Lebanon,\N,OLKA,34.589298248291016,36.01129913330078

Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,OMAA,24.433000564575195,54.651100158691406

Bateen Airport,Abu Dhabi,United Arab Emirates,AZI,OMAD,24.428300857543945,54.45809936523438

Al Hamra Aux Airport,Al Hamra,United Arab Emirates,\N,OMAH,24.07399940490723,52.463600158691406

Jebel Dhana Airport,Jebel Dhana,United Arab Emirates,\N,OMAJ,24.18740081787109,52.61399841308594

Al Dhafra Air Base,Abu Dhabi,United Arab Emirates,\N,OMAM,24.248199462900004,54.5476989746

Arzanah Airport,Arzana,United Arab Emirates,\N,OMAR,24.780500411987305,52.55989837646485

Das Island Airport,Das Island,United Arab Emirates,\N,OMAS,25.14620018005371,52.87369918823242

Zirku Airport,Zirku,United Arab Emirates,\N,OMAZ,24.862491607666016,53.07714080810547

Dubai International Airport,Dubai,United Arab Emirates,DXB,OMDB,25.252799987800003,55.3643989563

Fujairah International Airport,Fujeirah,United Arab Emirates,FJR,OMFJ,25.112199783325195,56.32400131225586

Ras Al Khaimah International Airport,Ras Al Khaimah,United Arab Emirates,RKT,OMRK,25.61350059509277,55.93880081176758

Sharjah International Airport,Sharjah,United Arab Emirates,SHJ,OMSJ,25.32859992980957,55.5172004699707

Khasab Air Base,Khasab,Oman,KHS,OOKB,26.17099952697754,56.2406005859375

Masirah Air Base,Masirah,Oman,MSH,OOMA,20.67539978027344,58.89049911499024

Muscat International Airport,Muscat,Oman,MCT,OOMS,23.593299865722656,58.284400939941406

Salalah Airport,Salalah,Oman,SLL,OOSA,17.038700103759766,54.09130096435547

Thumrait Air Base,Thumrait,Oman,TTH,OOTH,17.666000366210938,54.02460098266602

Bhagatanwala Airport,Bhagtanwala,Pakistan,\N,OPBG,32.056098938000005,72.94840240479999

Faisalabad International Airport,Faisalabad,Pakistan,LYP,OPFA,31.364999771118164,72.99479675292969

Gwadar International Airport,Gwadar,Pakistan,GWD,OPGD,25.23329925537109,62.32949829101562

Gilgit Airport,Gilgit,Pakistan,GIL,OPGT,35.918800354003906,74.33360290527344

Shahbaz Air Base,Jacobsbad,Pakistan,\N,OPJA,28.28420066833496,68.44969940185547

Jinnah International Airport,Karachi,Pakistan,KHI,OPKC,24.9065,67.160797

Alama Iqbal International Airport,Lahore,Pakistan,LHE,OPLA,31.5216007232666,74.40360260009766

Walton Airport,Lahore,Pakistan,\N,OPLH,31.494800567626953,74.34619903564453

Mangla Airport,Mangla,Pakistan,\N,OPMA,33.050098419189446,73.63839721679688

Muzaffarabad Airport,Muzaffarabad,Pakistan,MFG,OPMF,34.339000701904304,73.50859832763672

Mianwali Air Base,Mianwali,Pakistan,\N,OPMI,32.563098907470696,71.5707015991211

Moenjodaro Airport,Moenjodaro,Pakistan,MJD,OPMJ,27.3351993560791,68.14309692382811

Masroor Air Base,Karachi,Pakistan,\N,OPMR,24.89360046386719,66.93879699707031

Multan International Airport,Multan,Pakistan,MUX,OPMT,30.20319938659668,71.41909790039062

Shaheed Benazirabad Airport,Nawabshah,Pakistan,WNS,OPNH,26.2194,68.39009899999999

Okara Cantonment Airstrip,Okara,Pakistan,\N,OPOK,30.740999221800003,73.3576965332

Panjgur Airport,Panjgur,Pakistan,PJG,OPPG,26.954500198364254,64.13249969482422

Pasni Airport,Pasni,Pakistan,PSI,OPPI,25.29050064086914,63.34510040283203

Peshawar International Airport,Peshawar,Pakistan,PEW,OPPS,33.993900299072266,71.51460266113281

Qasim Airport,Qasim,Pakistan,\N,OPQS,33.56019973754883,73.033203125

Quetta International Airport,Quetta,Pakistan,UET,OPQT,30.251399993896484,66.93779754638672

Shaikh Zaid Airport,Rahim Yar Khan,Pakistan,RYK,OPRK,28.383899688720703,70.27960205078125

Benazir Bhutto International Airport,Islamabad,Pakistan,ISB,OPRN,33.61669921875,73.09919738769531

Risalpur Air Base,Risalpur,Pakistan,\N,OPRS,34.081100463867195,71.97260284423828

Rawalakot Airport,Rawala Kot,Pakistan,RAZ,OPRT,33.84970092773437,73.79810333251953

Sukkur Airport,Sukkur,Pakistan,SKZ,OPSK,27.72200012207031,68.79170227050781

Saidu Sharif Airport,Saidu Sharif,Pakistan,SDT,OPSS,34.8135986328125,72.35279846191406

Sui Airport,Sui,Pakistan,SUL,OPSU,28.645099639892575,69.17690277099611

Talhar Airport,Talhar,Pakistan,BDN,OPTH,24.84149932861328,68.83840179443361

Wana Airport,Wana,Pakistan,\N,OPWN,32.304698944091804,69.57039642333984

Zhob Airport,Zhob,Pakistan,PZH,OPZB,31.358400344848636,69.46360015869139

Basrah International Airport,Basrah,Iraq,BSR,ORMM,30.54910087585449,47.66210174560547

Aleppo International Airport,Aleppo,Syria,ALP,OSAP,36.18069839477539,37.22439956665039

Damascus International Airport,Damascus,Syria,DAM,OSDI,33.4114990234375,36.51559829711914

Deir ez-Zor Airport,Deire Zor,Syria,DEZ,OSDZ,35.285400390625,40.17599868774414

Bassel Al-Assad International Airport,Latakia,Syria,LTK,OSLK,35.401100158691406,35.948699951171875

Palmyra Airport,Palmyra,Syria,PMS,OSPR,34.5574,38.316897999999995

Doha International Airport,Doha,Qatar,\N,OTBD,25.261100769000002,51.565101623500006

Canton Island Airport,Canton Island,Kiribati,CIS,PCIS,-2.7681200504300003,-171.710006714

Rota International Airport,Rota,Northern Mariana Islands,ROP,PGRO,14.17430019378662,145.2429962158203

Saipan International Airport,Saipan,Northern Mariana Islands,SPN,PGSN,15.119000434899998,145.729003906

Andersen Air Force Base,Andersen,Guam,UAM,PGUA,13.584000000000001,144.929993

Antonio B. Won Pat International Airport,Agana,Guam,GUM,PGUM,13.4834003448,144.796005249

Tinian International Airport,West Tinian,Northern Mariana Islands,TIQ,PGWT,14.999199867248535,145.61900329589844

Marshall Islands International Airport,Majuro,Marshall Islands,MAJ,PKMJ,7.064760208129883,171.27200317382812

Dyess Army Air Field,Kwajalein,Marshall Islands,\N,PKRO,9.396889686580002,167.470993042

Bucholz Army Air Field,Kwajalein,Marshall Islands,KWA,PKWA,8.720120429992676,167.73199462890625

Cassidy International Airport,Kiritimati,Kiribati,CXI,PLCH,1.9861600399017332,-157.35000610351562

Henderson Field,Midway,Midway Islands,MDY,PMDY,28.20170021057129,-177.38099670410156

Chuuk International Airport,Chuuk,Micronesia,TKK,PTKK,7.461870193481445,151.84300231933594

Pohnpei International Airport,Pohnpei,Micronesia,PNI,PTPN,6.985099792480469,158.20899963378906

Babelthuap Airport,Babelthuap,Palau,ROR,PTRO,7.367650032043457,134.54400634765622

Kosrae International Airport,Kosrae,Micronesia,KSA,PTSA,5.35698,162.957993

Yap International Airport,Yap,Micronesia,YAP,PTYA,9.49891,138.082993

Kinmen Airport,Kinmen,Taiwan,KNH,RCBS,24.42790031433105,118.35900115966795

Pingtung South Airport,Pingtung,Taiwan,\N,RCDC,22.672399520874023,120.46199798583984

Longtan Air Base,Longtang,Taiwan,\N,RCDI,24.85510063171387,121.23799896240234

Taitung Airport,Fengnin,Taiwan,TTT,RCFN,22.7549991607666,121.10199737548828

Lyudao Airport,Green Island,Taiwan,GNI,RCGI,22.67390060424805,121.46600341796876

Kaohsiung International Airport,Kaohsiung,Taiwan,KHH,RCKH,22.57710075378418,120.3499984741211

Chiayi Airport,Chiayi,Taiwan,CYI,RCKU,23.46179962158203,120.39299774169922

Lanyu Airport,Lanyu,Taiwan,KYD,RCLY,22.027000427246094,121.53500366210938

Taichung Ching Chuang Kang Airport,Taichung,Taiwan,RMQ,RCMQ,24.26469993591309,120.62100219726562

Tainan Airport,Tainan,Taiwan,TNN,RCNN,22.95039939880371,120.20600128173828

Hsinchu Air Base,Hsinchu,Taiwan,\N,RCPO,24.818000793499998,120.93900299100001

Makung Airport,Makung,Taiwan,MZG,RCQC,23.568700790405273,119.62799835205078

Chihhang Air Base,Taitung,Taiwan,\N,RCQS,22.793100357055664,121.18199920654295

Pingtung North Airport,Pingtung,Taiwan,PIF,RCSQ,22.700199127197266,120.48200225830078

Taipei Songshan Airport,Taipei,Taiwan,TSA,RCSS,25.06940078735352,121.552001953125

Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE,RCTP,25.0777,121.233002

Wang-an Airport,Wang An,Taiwan,WOT,RCWA,23.367372512817386,119.50277709960938

Hualien Airport,Hualien,Taiwan,HUN,RCYU,24.02309989929199,121.61799621582031

Narita International Airport,Tokyo,Japan,NRT,RJAA,35.764701843299996,140.386001587

Matsumoto Airport,Matsumoto,Japan,MMJ,RJAF,36.16680145263672,137.92300415039062

Hyakuri Airport,Ibaraki,Japan,IBR,RJAH,36.181098938000005,140.414993286

Minami Torishima Airport,Minami Tori Shima,Japan,\N,RJAM,24.289699554400002,153.979003906

Iwo Jima Airport,Iwojima,Japan,IWO,RJAW,24.78400039672852,141.322998046875

Nanki Shirahama Airport,Nanki-shirahama,Japan,SHM,RJBD,33.6622009277,135.363998413

Kohnan Airport,Kohnan,Japan,\N,RJBK,34.59080123901367,133.93299865722656

Tokachi-Obihiro Airport,Obihiro,Japan,OBO,RJCB,42.7332992554,143.216995239

New Chitose Airport,Sapporo,Japan,CTS,RJCC,42.77519989013672,141.69200134277344

Hakodate Airport,Hakodate,Japan,HKD,RJCH,41.7700004578,140.822006226

Chitose Air Base,Chitose,Japan,SPK,RJCJ,42.79449844359999,141.666000366

Memanbetsu Airport,Memanbetsu,Japan,MMB,RJCM,43.880599975600006,144.164001465

Nakashibetsu Airport,Nakashibetsu,Japan,SHB,RJCN,43.5774993896,144.960006714

Tokachi Airport,Tokachi,Japan,\N,RJCT,42.89049911499024,143.1580047607422

Wakkanai Airport,Wakkanai,Japan,WKJ,RJCW,45.4042015076,141.80099487299998

Iki Airport,Iki,Japan,IKI,RJDB,33.7490005493,129.785003662

Yamaguchi Ube Airport,Yamaguchi,Japan,UBJ,RJDC,33.930000305200004,131.279006958

Tsushima Airport,Tsushima,Japan,TSJ,RJDT,34.2849006653,129.33099365200002

Monbetsu Airport,Monbetsu,Japan,MBE,RJEB,44.303901672399995,143.404006958

Asahikawa Airport,Asahikawa,Japan,AKJ,RJEC,43.670799255371094,142.44700622558594

Okushiri Airport,Okushiri,Japan,OIR,RJEO,42.0717010498,139.432998657

Rishiri Airport,Rishiri Island,Japan,RIS,RJER,45.24200057979999,141.186004639

Ashiya Airport,Ashiya,Japan,\N,RJFA,33.88309860229492,130.65299987792972

Yakushima Airport,Yakushima,Japan,KUM,RJFC,30.3855991364,130.65899658200001

Fukue Airport,Fukue,Japan,FUJ,RJFE,32.66630172729492,128.83299255371094

Fukuoka Airport,Fukuoka,Japan,FUK,RJFF,33.585899353027344,130.45100402832028

New Tanegashima Airport,Tanegashima,Japan,TNE,RJFG,30.6051006317,130.990997314

Kagoshima Airport,Kagoshima,Japan,KOJ,RJFK,31.80340003967285,130.718994140625

Miyazaki Airport,Miyazaki,Japan,KMI,RJFM,31.877199173,131.44900512700002

Nyutabaru Airport,Nyutabaru,Japan,\N,RJFN,32.08359909057617,131.45100402832028

Oita Airport,Oita,Japan,OIT,RJFO,33.479400634799994,131.736999512

Kitakyūshū Airport,Kitakyushu,Japan,KKJ,RJFR,33.8459014893,131.035003662

Kumamoto Airport,Kumamoto,Japan,KMJ,RJFT,32.83729934692383,130.85499572753906

Nagasaki Airport,Nagasaki,Japan,NGS,RJFU,32.916900634799994,129.914001465

Kanoya Airport,Kanoya,Japan,\N,RJFY,31.36759948730469,130.84500122070312

Tsuiki Air Field,Tsuiki,Japan,\N,RJFZ,33.6850013733,131.039993286

Amami Airport,Amami,Japan,ASJ,RJKA,28.430599212646484,129.71299743652344

Okierabu Airport,Okierabu,Japan,\N,RJKB,27.4255008698,128.701004028

Tokunoshima Airport,Tokunoshima,Japan,TKN,RJKN,27.83639907836914,128.88099670410156

Fukui Airport,Fukui,Japan,\N,RJNF,36.142799377399996,136.223999023

Gifu Airport,Gifu,Japan,\N,RJNG,35.394100189208984,136.8699951171875

Hamamatsu Airport,Hamamatsu,Japan,\N,RJNH,34.750198364257805,137.7030029296875

Komatsu Airport,Kanazawa,Japan,KMQ,RJNK,36.39459991455078,136.40699768066406

Oki Airport,Oki Island,Japan,OKI,RJNO,36.18109893798828,133.32499694824222

Toyama Airport,Toyama,Japan,TOY,RJNT,36.64830017089844,137.18800354003906

Shizuhama Airport,Yaizu,Japan,\N,RJNY,34.812801361083984,138.29800415039062

Hiroshima Airport,Hiroshima,Japan,HIJ,RJOA,34.4361000061,132.91900634799998

Okayama Airport,Okayama,Japan,OKJ,RJOB,34.7569007874,133.854995728

Izumo Airport,Izumo,Japan,IZO,RJOC,35.4136009216,132.88999939

Hofu Airport,Hofu,Japan,\N,RJOF,34.034698486328125,131.54899597167972

Miho Yonago Airport,Miho,Japan,YGJ,RJOH,35.4921989440918,133.23599243164062

Kōchi Ryōma Airport,Kochi,Japan,KCZ,RJOK,33.5461006165,133.66900634799998

Matsuyama Airport,Matsuyama,Japan,MYJ,RJOM,33.82720184326172,132.69999694824222

Osaka International Airport,Osaka,Japan,ITM,RJOO,34.785499572753906,135.43800354003906

Tottori Airport,Tottori,Japan,TTJ,RJOR,35.530101776100004,134.167007446

Tokushima Airport,Tokushima,Japan,TKS,RJOS,34.1328010559,134.60699462899998

Takamatsu Airport,Takamatsu,Japan,TAK,RJOT,34.214199066199996,134.01600647

Yao Airport,Osaka,Japan,\N,RJOY,34.596298217773445,135.60299682617188

Ozuki Airport,Ozuki,Japan,\N,RJOZ,34.045299530029304,131.052001953125

Aomori Airport,Aomori,Japan,AOJ,RJSA,40.73469924926758,140.69099426269528

Yamagata Airport,Yamagata,Japan,GAJ,RJSC,38.4118995667,140.371002197

Sado Airport,Sado,Japan,SDS,RJSD,38.0601997375,138.414001465

Hachinohe Airport,Hachinoe,Japan,\N,RJSH,40.556400299072266,141.46600341796875

Hanamaki Airport,Hanamaki,Japan,HNA,RJSI,39.4286003112793,141.13499450683594

Akita Airport,Akita,Japan,AXT,RJSK,39.6156005859375,140.218994140625

Misawa Air Base,Misawa,Japan,MSJ,RJSM,40.7032012939,141.367996216

Sendai Airport,Sendai,Japan,SDJ,RJSS,38.139701843299996,140.917007446

Matsushima Air Base,Matsushima,Japan,\N,RJST,38.4048995972,141.220001221

Atsugi Naval Air Facility,Atsugi,Japan,\N,RJTA,35.4546012878418,139.44999694824222

Tateyama Airport,Tateyama,Japan,\N,RJTE,34.987099,139.828995

Hachijojima Airport,Hachijojima,Japan,HAC,RJTH,33.1150016785,139.785995483

Iruma Air Base,Iruma,Japan,\N,RJTJ,35.84189987182617,139.41099548339844

Kisarazu Airport,Kisarazu,Japan,\N,RJTK,35.39830017089844,139.91000366210938

Shimofusa Airport,Shimofusa,Japan,\N,RJTL,35.79890060424805,140.01100158691406

Oshima Airport,Oshima,Japan,OIM,RJTO,34.7820014954,139.36000061

Kastner Army Heliport,Zama,Japan,\N,RJTR,35.5138015747,139.393997192

Tokyo Haneda International Airport,Tokyo,Japan,HND,RJTT,35.552299,139.779999

Yokota Air Base,Yokota,Japan,OKO,RJTY,35.74850082397461,139.34800720214844

Gwangju Airport,Kwangju,South Korea,KWJ,RKJJ,35.1263999939,126.808998108

Jeon Ju Airport,Jhunju,South Korea,CHN,RKJU,35.87839889526367,127.12000274658205

Yeosu Airport,Yeosu,South Korea,RSU,RKJY,34.842300415039055,127.61699676513672

Sokcho Airport,Sokch'o,South Korea,SHO,RKND,38.1426010131836,128.5989990234375

Gangneung Airport,Kangnung,South Korea,KAG,RKNN,37.753601074200006,128.944000244

Jeju International Airport,Cheju,South Korea,CJU,RKPC,33.51129913330078,126.49299621582031

Jinhae Airport,Chinhae,South Korea,\N,RKPE,35.14120101928711,128.69599914550778

Gimhae International Airport,Busan,South Korea,PUS,RKPK,35.1795005798,128.93800354

Ulsan Airport,Ulsan,South Korea,USN,RKPU,35.59349823,129.352005005

A 511 Airport,Pyongtaek,South Korea,\N,RKSG,36.96220016479492,127.03099822998048

Seoul Air Base,Seoul East,South Korea,SSN,RKSM,37.44580078125,127.11399841308594

Osan Air Base,Osan,South Korea,OSN,RKSO,37.090599,127.029999

Gimpo International Airport,Seoul,South Korea,GMP,RKSS,37.5583000183,126.791000366

Suwon Airport,Suwon,South Korea,SWU,RKSW,37.23939895629883,127.00700378417969

Pohang Airport,Pohang,South Korea,KPO,RKTH,35.987899780300005,129.419998169

Daegu Airport,Taegu,South Korea,TAE,RKTN,35.8941001892,128.65899658200001

Yecheon Airport,Yechon,South Korea,YEC,RKTY,36.631900787354,128.35499572754

Naha Airport,Okinawa,Japan,OKA,ROAH,26.1958007812,127.64600372299999

Ie Shima Auxiliary Air Base,Iejima,Japan,\N,RODE,26.725757598876953,127.76490020751952

Kadena Air Base,Kadena,Japan,DNA,RODN,26.3556,127.76799799999999

Ishigaki Airport,Ishigaki,Japan,ISG,ROIG,24.344499588,124.18699646

Kumejima Airport,Kumejima,Japan,UEO,ROKJ,26.36350059509277,126.71399688720705

Minami-Daito Airport,Minami Daito,Japan,MMD,ROMD,25.8465003967,131.263000488

Miyako Airport,Miyako,Japan,MMY,ROMY,24.7828006744,125.294998169

Kitadaito Airport,Kitadaito,Japan,KTD,RORK,25.9447002411,131.32699585

Shimojishima Airport,Shimojishima,Japan,SHI,RORS,24.8267002106,125.144996643

Tarama Airport,Tarama,Japan,\N,RORT,24.6539001465,124.67500305200001

Yoron Airport,Yoron,Japan,RNJ,RORY,27.0440006256,128.40199279799998

Yonaguni Airport,Yonaguni Jima,Japan,OGN,ROYN,24.466899871826172,122.97799682617188

Ninoy Aquino International Airport,Manila,Philippines,MNL,RPLL,14.5086,121.019997

Awang Airport,Cotabato,Philippines,CBO,RPMC,7.165239810943604,124.20999908447266

Cagayan De Oro Airport,Ladag,Philippines,CGY,RPML,8.41562,124.611

Pagadian Airport,Pagadian,Philippines,PAG,RPMP,7.830731447869999,123.461179733

General Santos International Airport,Romblon,Philippines,GES,RPMR,6.058000087740001,125.096000671
